GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD05,VD06,VD07,VD08,VD09,VD10
Id,Id2,Geography,Total,Hispanic or Latino,White_Alone,Black_or_African_American_Alone,American_Indian_and_Alaska_Native_Alone,Asian_Alone,Native_Hawaiian_and_Other_Pacific_Islander_Alone,Some_Other_Race_Alone
1400000US53011042700,53011042700,"Census Tract 427, Clark County, Washington",4154,586,3055,145,50,86,24,22
1400000US53011042800,53011042800,"Census Tract 428, Clark County, Washington",2826,143,2443,87,18,58,13,3
1400000US53011042900,53011042900,"Census Tract 429, Clark County, Washington",1517,51,1295,39,3,62,14,0
1400000US53011043000,53011043000,"Census Tract 430, Clark County, Washington",1742,72,1543,39,17,27,5,1
1400000US53011043100,53011043100,"Census Tract 431, Clark County, Washington",3963,233,3400,67,22,107,16,4
1400000US53013960200,53013960200,"Census Tract 9602, Columbia County, Washington",4064,258,3685,9,34,16,2,0
1400000US53015000100,53015000100,"Census Tract 1, Cowlitz County, Washington",194,6,162,1,3,19,0,1
1400000US53015000200,53015000200,"Census Tract 2, Cowlitz County, Washington",3669,208,3159,67,96,43,4,1
1400000US53015000300,53015000300,"Census Tract 3, Cowlitz County, Washington",868,178,655,1,12,8,1,2
1400000US53015000400,53015000400,"Census Tract 4, Cowlitz County, Washington",3705,112,3436,17,37,56,2,0
1400000US53015000501,53015000501,"Census Tract 5.01, Cowlitz County, Washington",2810,116,2540,22,28,40,2,0
1400000US53015000502,53015000502,"Census Tract 5.02, Cowlitz County, Washington",4509,587,3412,43,154,98,3,1
1400000US53015000601,53015000601,"Census Tract 6.01, Cowlitz County, Washington",3782,383,3097,29,61,107,3,4
1400000US53015000602,53015000602,"Census Tract 6.02, Cowlitz County, Washington",3083,47,2885,9,34,42,10,2
1400000US53015000701,53015000701,"Census Tract 7.01, Cowlitz County, Washington",7952,346,6969,46,111,247,20,1
1400000US53015000702,53015000702,"Census Tract 7.02, Cowlitz County, Washington",2984,105,2704,7,45,69,8,0
1400000US53015000800,53015000800,"Census Tract 8, Cowlitz County, Washington",6483,125,6039,9,52,132,3,17
1400000US53015000900,53015000900,"Census Tract 9, Cowlitz County, Washington",5873,113,5510,19,58,62,1,2
1400000US53015001000,53015001000,"Census Tract 10, Cowlitz County, Washington",1336,66,1190,14,33,7,2,0
1400000US53015001100,53015001100,"Census Tract 11, Cowlitz County, Washington",5765,459,4898,53,120,66,16,2
1400000US53015001200,53015001200,"Census Tract 12, Cowlitz County, Washington",4017,103,3779,16,31,23,1,3
1400000US53015001300,53015001300,"Census Tract 13, Cowlitz County, Washington",3570,273,3103,14,64,19,4,1
1400000US53015001500,53015001500,"Census Tract 15, Cowlitz County, Washington",8056,523,7248,18,70,41,7,8
1400000US53015001600,53015001600,"Census Tract 16, Cowlitz County, Washington",4766,81,4530,20,45,18,4,2
1400000US53015001700,53015001700,"Census Tract 17, Cowlitz County, Washington",4654,90,4335,4,67,30,1,1
1400000US53015001800,53015001800,"Census Tract 18, Cowlitz County, Washington",1551,46,1443,3,14,9,2,1
1400000US53015001900,53015001900,"Census Tract 19, Cowlitz County, Washington",4483,61,4207,13,49,21,3,11
1400000US53015002001,53015002001,"Census Tract 20.01, Cowlitz County, Washington",3336,65,3145,13,28,18,7,1
1400000US53015002002,53015002002,"Census Tract 20.02, Cowlitz County, Washington",5502,138,5125,10,68,20,8,1
1400000US53017950100,53017950100,"Census Tract 9501, Douglas County, Washington",5800,2472,3138,6,76,19,3,10
1400000US53017950200,53017950200,"Census Tract 9502, Douglas County, Washington",2216,165,1980,7,18,11,0,1
1400000US53017950300,53017950300,"Census Tract 9503, Douglas County, Washington",5245,1383,3724,9,33,28,6,3
1400000US53017950400,53017950400,"Census Tract 9504, Douglas County, Washington",4347,381,3870,4,25,14,2,2
1400000US53017950500,53017950500,"Census Tract 9505, Douglas County, Washington",3012,463,2418,16,39,24,1,1
1400000US53017950600,53017950600,"Census Tract 9506, Douglas County, Washington",3761,236,3433,6,15,22,2,0
1400000US53017950700,53017950700,"Census Tract 9507, Douglas County, Washington",4041,610,3273,12,41,24,5,8
1400000US53017950800,53017950800,"Census Tract 9508, Douglas County, Washington",4181,723,3343,2,28,26,1,3
1400000US53019980100,53019980100,"Census Tract 9801, Ferry County, Washington",2750,93,2384,6,110,13,1,66
1400000US53019980200,53019980200,"Census Tract 9802, Ferry County, Washington",2844,71,2622,8,47,5,2,7
1400000US53019980300,53019980300,"Census Tract 9803, Ferry County, Washington",1666,41,433,1,1132,0,1,1
1400000US53021020100,53021020100,"Census Tract 201, Franklin County, Washington",5862,4532,856,327,40,35,9,1
1400000US53021020200,53021020200,"Census Tract 202, Franklin County, Washington",5841,4234,1344,118,26,45,1,3
1400000US53021020300,53021020300,"Census Tract 203, Franklin County, Washington",4998,2994,1677,125,23,93,1,11
1400000US53021020400,53021020400,"Census Tract 204, Franklin County, Washington",8118,4931,2664,221,25,156,6,9
1400000US53021020501,53021020501,"Census Tract 205.01, Franklin County, Washington",2607,180,2319,20,13,27,1,7
1400000US53021020502,53021020502,"Census Tract 205.02, Franklin County, Washington",6152,1131,4599,132,42,118,8,0
1400000US53021020601,53021020601,"Census Tract 206.01, Franklin County, Washington",4409,1327,2997,14,16,17,1,3
1400000US53021020602,53021020602,"Census Tract 206.02, Franklin County, Washington",3167,524,2411,41,14,116,1,0
1400000US53021020700,53021020700,"Census Tract 207, Franklin County, Washington",1383,247,1105,4,4,4,0,0
1400000US53021020800,53021020800,"Census Tract 208, Franklin County, Washington",6810,2932,3498,118,32,156,4,5
1400000US53023970100,53023970100,"Census Tract 9701, Garfield County, Washington",416,9,404,0,1,0,0,1
1400000US53023970200,53023970200,"Census Tract 9702, Garfield County, Washington",1981,38,1900,0,8,15,1,0
1400000US53025980100,53025980100,"Census Tract 9801, Grant County, Washington",3660,110,3257,15,198,28,1,1
1400000US53025980200,53025980200,"Census Tract 9802, Grant County, Washington",2347,201,2028,9,24,19,0,5
1400000US53025980300,53025980300,"Census Tract 9803, Grant County, Washington",3921,382,3350,25,47,7,1,4
1400000US53025980400,53025980400,"Census Tract 9804, Grant County, Washington",7283,713,6315,27,47,48,8,11
1400000US53025980500,53025980500,"Census Tract 9805, Grant County, Washington",2847,765,1988,2,13,25,0,1
1400000US53025980600,53025980600,"Census Tract 9806, Grant County, Washington",5187,3393,1703,5,27,25,0,1
1400000US53025980700,53025980700,"Census Tract 9807, Grant County, Washington",2925,715,2143,4,2,24,0,4
1400000US53025980800,53025980800,"Census Tract 9808, Grant County, Washington",4413,1052,2887,204,68,34,2,5
1400000US53025980900,53025980900,"Census Tract 9809, Grant County, Washington",9197,2370,6255,165,98,70,1,11
1400000US53025981000,53025981000,"Census Tract 9810, Grant County, Washington",8408,1603,6314,85,62,165,8,7
1400000US53025981100,53025981100,"Census Tract 9811, Grant County, Washington",5446,1344,3807,102,43,77,4,6
1400000US53025981200,53025981200,"Census Tract 9812, Grant County, Washington",4206,506,3566,4,30,23,2,6
1400000US53025981300,53025981300,"Census Tract 9813, Grant County, Washington",3737,2042,1626,0,18,27,0,3
1400000US53025981400,53025981400,"Census Tract 9814, Grant County, Washington",11121,7280,3644,6,39,60,1,15
1400000US53027000100,53027000100,"Census Tract 1, Grays Harbor County, Washington",1167,55,220,0,870,8,0,0
1400000US53027000200,53027000200,"Census Tract 2, Grays Harbor County, Washington",5997,136,5291,27,293,74,7,12
1400000US53027000300,53027000300,"Census Tract 3, Grays Harbor County, Washington",3488,156,3133,11,101,13,2,1
1400000US53027000400,53027000400,"Census Tract 4, Grays Harbor County, Washington",6226,102,5858,6,105,40,3,0
1400000US53027000500,53027000500,"Census Tract 5, Grays Harbor County, Washington",6235,258,5577,31,85,79,18,2
1400000US53027000600,53027000600,"Census Tract 6, Grays Harbor County, Washington",3274,65,3041,7,31,9,1,10
1400000US53027000700,53027000700,"Census Tract 7, Grays Harbor County, Washington",4105,191,3308,12,415,13,3,6
1400000US53027000800,53027000800,"Census Tract 8, Grays Harbor County, Washington",3957,85,3655,2,52,54,3,2
1400000US53027000900,53027000900,"Census Tract 9, Grays Harbor County, Washington",5849,411,4961,17,156,139,6,5
1400000US53027001000,53027001000,"Census Tract 10, Grays Harbor County, Washington",3703,611,2765,16,153,45,4,7
1400000US53027001100,53027001100,"Census Tract 11, Grays Harbor County, Washington",4107,142,3686,7,85,89,9,0
1400000US53027001200,53027001200,"Census Tract 12, Grays Harbor County, Washington",4435,409,3618,24,183,81,3,5
1400000US53027001300,53027001300,"Census Tract 13, Grays Harbor County, Washington",3819,205,3323,7,134,44,1,1
1400000US53027001400,53027001400,"Census Tract 14, Grays Harbor County, Washington",2247,120,1921,13,85,39,1,0
1400000US53027001500,53027001500,"Census Tract 15, Grays Harbor County, Washington",4008,211,3534,9,132,33,4,2
1400000US53027001600,53027001600,"Census Tract 16, Grays Harbor County, Washington",4577,101,4221,16,95,30,2,3
1400000US53029970100,53029970100,"Census Tract 9701, Island County, Washington",3783,149,3253,38,40,153,30,8
1400000US53029970200,53029970200,"Census Tract 9702, Island County, Washington",2109,232,1333,210,31,216,16,3
1400000US53029970300,53029970300,"Census Tract 9703, Island County, Washington",3491,112,3101,57,35,74,17,9
1400000US53029970400,53029970400,"Census Tract 9704, Island County, Washington",4727,282,3483,163,50,439,46,11
1400000US53029970500,53029970500,"Census Tract 9705, Island County, Washington",4353,147,3783,82,25,188,11,4
1400000US53029970601,53029970601,"Census Tract 9706.01, Island County, Washington",3487,199,2391,184,20,491,26,3
1400000US53029970602,53029970602,"Census Tract 9706.02, Island County, Washington",3483,204,2627,137,52,311,14,4
1400000US53029970700,53029970700,"Census Tract 9707, Island County, Washington",2018,145,1503,108,31,119,12,7
1400000US53029970800,53029970800,"Census Tract 9708, Island County, Washington",2757,130,2175,74,43,189,24,6
1400000US53029970900,53029970900,"Census Tract 9709, Island County, Washington",4529,420,3019,408,52,363,35,9
1400000US53029971000,53029971000,"Census Tract 9710, Island County, Washington",4411,146,3970,51,22,84,5,15
1400000US53029971100,53029971100,"Census Tract 9711, Island County, Washington",2704,93,2444,29,19,36,3,1
1400000US53029971300,53029971300,"Census Tract 9713, Island County, Washington",3697,66,3440,11,22,43,4,24
1400000US53029971400,53029971400,"Census Tract 9714, Island County, Washington",3589,74,3397,3,28,24,4,0
1400000US53029971500,53029971500,"Census Tract 9715, Island County, Washington",2948,60,2795,4,17,24,3,10
1400000US53029971600,53029971600,"Census Tract 9716, Island County, Washington",3058,59,2871,14,31,16,11,3
1400000US53029971700,53029971700,"Census Tract 9717, Island County, Washington",3752,82,3513,8,28,17,12,10
1400000US53029971800,53029971800,"Census Tract 9718, Island County, Washington",2310,30,2180,12,12,31,3,7
1400000US53029971900,53029971900,"Census Tract 9719, Island County, Washington",3195,63,2983,3,31,46,9,3
1400000US53029972000,53029972000,"Census Tract 9720, Island County, Washington",3756,75,3509,17,13,53,2,16
1400000US53029972100,53029972100,"Census Tract 9721, Island County, Washington",3401,75,3159,21,37,24,4,6
1400000US53031950100,53031950100,"Census Tract 9501, Jefferson County, Washington",599,35,301,0,246,4,0,0
1400000US53031950201,53031950201,"Census Tract 9502.01, Jefferson County, Washington",1199,23,1081,3,19,7,2,11
1400000US53031950202,53031950202,"Census Tract 9502.02, Jefferson County, Washington",1617,24,1440,12,38,13,1,13
1400000US53031950300,53031950300,"Census Tract 9503, Jefferson County, Washington",4725,88,4392,24,54,53,6,14
1400000US53031950400,53031950400,"Census Tract 9504, Jefferson County, Washington",3744,90,3382,8,56,51,3,3
1400000US53031950500,53031950500,"Census Tract 9505, Jefferson County, Washington",5595,79,5241,12,58,64,3,2
1400000US53031950601,53031950601,"Census Tract 9506.01, Jefferson County, Washington",6178,151,5681,21,82,74,12,21
1400000US53031950602,53031950602,"Census Tract 9506.02, Jefferson County, Washington",2296,45,2110,23,21,34,7,6
1400000US53033000100,53033000100,"Census Tract 1, King County, Washington",5530,513,3291,523,40,813,22,29
1400000US53033000200,53033000200,"Census Tract 2, King County, Washington",7345,328,5042,288,60,1236,25,45
1400000US53033000300,53033000300,"Census Tract 3, King County, Washington",2485,117,1752,115,46,306,5,8
1400000US53033000401,53033000401,"Census Tract 4.01, King County, Washington",4734,322,3328,204,39,657,19,4
1400000US53033000402,53033000402,"Census Tract 4.02, King County, Washington",4582,222,3570,186,51,375,11,11
1400000US53033000500,53033000500,"Census Tract 5, King County, Washington",3296,62,2891,33,16,198,9,14
1400000US53033000600,53033000600,"Census Tract 6, King County, Washington",7361,478,4678,371,105,1367,12,13
1400000US53033000700,53033000700,"Census Tract 7, King County, Washington",4189,310,2703,209,39,691,17,12
1400000US53033000800,53033000800,"Census Tract 8, King County, Washington",2600,109,1994,62,14,310,7,9
1400000US53033000900,53033000900,"Census Tract 9, King County, Washington",2044,51,1752,22,6,155,2,16
1400000US53033001000,53033001000,"Census Tract 10, King County, Washington",1705,51,1247,73,21,230,2,10
1400000US53033001100,53033001100,"Census Tract 11, King County, Washington",2369,109,1776,67,13,274,11,4
1400000US53033001200,53033001200,"Census Tract 12, King County, Washington",6106,362,3901,416,61,977,23,11
1400000US53033001300,53033001300,"Census Tract 13, King County, Washington",4183,340,2690,283,52,606,19,13
1400000US53033001400,53033001400,"Census Tract 14, King County, Washington",4673,240,3722,145,46,289,20,9
1400000US53033001500,53033001500,"Census Tract 15, King County, Washington",2350,38,2152,21,8,83,0,2
1400000US53033001600,53033001600,"Census Tract 16, King County, Washington",3946,75,3487,34,43,211,3,5
1400000US53033001700,53033001700,"Census Tract 17, King County, Washington",7448,442,5349,295,118,889,20,19
1400000US53033001800,53033001800,"Census Tract 18, King County, Washington",3991,290,2832,213,67,402,16,4
1400000US53033001900,53033001900,"Census Tract 19, King County, Washington",3423,140,2680,83,16,371,12,16
1400000US53033002000,53033002000,"Census Tract 20, King County, Washington",3116,92,2541,99,11,238,8,14
1400000US53033002100,53033002100,"Census Tract 21, King County, Washington",3637,117,2912,73,24,351,6,18
1400000US53033002200,53033002200,"Census Tract 22, King County, Washington",5396,194,4403,91,18,538,4,6
1400000US53033002400,53033002400,"Census Tract 24, King County, Washington",2828,61,2345,23,8,280,3,9
1400000US53033002500,53033002500,"Census Tract 25, King County, Washington",2541,76,2122,54,13,172,2,5
1400000US53033002600,53033002600,"Census Tract 26, King County, Washington",4522,151,3861,59,25,280,8,12
1400000US53033002700,53033002700,"Census Tract 27, King County, Washington",4943,129,4268,71,20,281,10,8
1400000US53033002800,53033002800,"Census Tract 28, King County, Washington",4232,132,3672,49,36,197,10,9
1400000US53033002900,53033002900,"Census Tract 29, King County, Washington",3984,169,3422,50,30,146,1,10
1400000US53033003000,53033003000,"Census Tract 30, King County, Washington",5250,228,4561,80,58,176,3,16
1400000US53033003100,53033003100,"Census Tract 31, King County, Washington",6038,190,5421,54,47,153,13,23
1400000US53033003200,53033003200,"Census Tract 32, King County, Washington",7213,270,6376,69,62,219,9,11
1400000US53033003300,53033003300,"Census Tract 33, King County, Washington",5832,294,4887,103,67,236,11,43
1400000US53033003400,53033003400,"Census Tract 34, King County, Washington",3198,102,2789,48,30,127,1,7
1400000US53033003500,53033003500,"Census Tract 35, King County, Washington",3639,101,3244,38,22,126,2,15
1400000US53033003600,53033003600,"Census Tract 36, King County, Washington",4886,135,4072,90,38,336,6,11
1400000US53033003800,53033003800,"Census Tract 38, King County, Washington",1980,45,1678,26,3,182,1,4
1400000US53033003900,53033003900,"Census Tract 39, King County, Washington",2670,52,2212,28,11,266,2,11
1400000US53033004000,53033004000,"Census Tract 40, King County, Washington",2385,52,1985,57,11,196,14,5
1400000US53033004100,53033004100,"Census Tract 41, King County, Washington",7505,169,6383,79,23,649,4,21
1400000US53033004200,53033004200,"Census Tract 42, King County, Washington",7202,170,6061,174,39,508,13,30
1400000US53033004300,53033004300,"Census Tract 43, King County, Washington",6132,251,4757,154,32,692,19,9
1400000US53033004400,53033004400,"Census Tract 44, King County, Washington",5740,257,4382,109,34,718,14,25
1400000US53033004500,53033004500,"Census Tract 45, King County, Washington",2414,90,2047,34,15,128,9,4
1400000US53033004600,53033004600,"Census Tract 46, King County, Washington",3023,91,2647,21,14,144,4,7
1400000US53033004700,53033004700,"Census Tract 47, King County, Washington",4916,304,4014,149,66,189,16,18
1400000US53033004800,53033004800,"Census Tract 48, King County, Washington",4325,189,3709,84,33,162,3,11
1400000US53033004900,53033004900,"Census Tract 49, King County, Washington",5525,193,4781,105,29,245,8,17
1400000US53033005000,53033005000,"Census Tract 50, King County, Washington",3252,111,2758,61,21,185,23,7
1400000US53033005100,53033005100,"Census Tract 51, King County, Washington",3453,124,2969,37,22,187,2,5
1400000US53033005200,53033005200,"Census Tract 52, King County, Washington",5281,235,3861,97,34,797,11,13
1400000US53033005301,53033005301,"Census Tract 53.01, King County, Washington",8509,345,5925,176,39,1612,21,18
1400000US53033005302,53033005302,"Census Tract 53.02, King County, Washington",2528,89,1413,70,15,775,12,7
1400000US53033005400,53033005400,"Census Tract 54, King County, Washington",4241,126,3689,55,26,198,7,17
1400000US53033005600,53033005600,"Census Tract 56, King County, Washington",6229,142,5627,52,20,226,6,18
1400000US53033005700,53033005700,"Census Tract 57, King County, Washington",5990,186,5059,107,27,420,29,8
1400000US53033005801,53033005801,"Census Tract 58.01, King County, Washington",4543,176,3727,118,38,311,14,20
1400000US53033005802,53033005802,"Census Tract 58.02, King County, Washington",4817,254,3948,124,40,268,14,8
1400000US53033005900,53033005900,"Census Tract 59, King County, Washington",6715,194,5900,74,33,311,12,4
1400000US53033006000,53033006000,"Census Tract 60, King County, Washington",4725,127,4131,77,15,223,13,8
1400000US53033006100,53033006100,"Census Tract 61, King County, Washington",4447,86,3839,97,20,261,3,10
1400000US53033006200,53033006200,"Census Tract 62, King County, Washington",3800,81,3309,114,13,174,2,9
1400000US53033006300,53033006300,"Census Tract 63, King County, Washington",5006,68,4705,54,2,112,7,6
1400000US53033006400,53033006400,"Census Tract 64, King County, Washington",3201,76,2647,227,8,124,3,6
1400000US53033006500,53033006500,"Census Tract 65, King County, Washington",4045,136,3488,86,22,171,7,12
1400000US53033006600,53033006600,"Census Tract 66, King County, Washington",2954,104,2457,68,23,209,7,6
1400000US53033006700,53033006700,"Census Tract 67, King County, Washington",5369,167,4537,139,36,345,9,2
1400000US53033006800,53033006800,"Census Tract 68, King County, Washington",2646,71,2381,30,6,77,3,6
1400000US53033006900,53033006900,"Census Tract 69, King County, Washington",3845,92,3406,66,24,145,2,9
1400000US53033007000,53033007000,"Census Tract 70, King County, Washington",6855,229,5867,150,32,373,8,26
1400000US53033007100,53033007100,"Census Tract 71, King County, Washington",1809,91,1484,64,20,94,3,4
1400000US53033007200,53033007200,"Census Tract 72, King County, Washington",3084,165,2349,162,50,239,3,11
1400000US53033007300,53033007300,"Census Tract 73, King County, Washington",2218,159,1289,437,67,126,12,7
1400000US53033007400,53033007400,"Census Tract 74, King County, Washington",8932,517,6870,467,89,648,23,36
1400000US53033007500,53033007500,"Census Tract 75, King County, Washington",5554,277,4321,381,62,281,15,18
1400000US53033007600,53033007600,"Census Tract 76, King County, Washington",3261,136,2319,500,19,139,1,9
1400000US53033007700,53033007700,"Census Tract 77, King County, Washington",3990,187,1985,1477,15,147,11,16
1400000US53033007800,53033007800,"Census Tract 78, King County, Washington",5097,120,3620,979,29,177,1,11
1400000US53033007900,53033007900,"Census Tract 79, King County, Washington",4232,337,2450,987,30,183,16,17
1400000US53033008001,53033008001,"Census Tract 80.01, King County, Washington",3410,174,2470,296,46,296,5,10
1400000US53033008002,53033008002,"Census Tract 80.02, King County, Washington",2762,143,1955,271,63,201,7,10
1400000US53033008100,53033008100,"Census Tract 81, King County, Washington",3477,229,2325,454,100,227,10,8
1400000US53033008200,53033008200,"Census Tract 82, King County, Washington",2875,204,2053,238,36,224,10,13
1400000US53033008300,53033008300,"Census Tract 83, King County, Washington",2508,87,1796,178,34,307,18,9
1400000US53033008400,53033008400,"Census Tract 84, King County, Washington",3838,196,2636,340,53,442,17,11
1400000US53033008500,53033008500,"Census Tract 85, King County, Washington",6025,465,2990,1651,160,584,28,8
1400000US53033008600,53033008600,"Census Tract 86, King County, Washington",4098,343,2266,503,63,658,64,7
1400000US53033008700,53033008700,"Census Tract 87, King County, Washington",3790,445,1324,1364,48,345,16,24
1400000US53033008800,53033008800,"Census Tract 88, King County, Washington",3506,259,1201,1755,18,90,1,8
1400000US53033008900,53033008900,"Census Tract 89, King County, Washington",4596,303,1863,1821,25,294,24,28
1400000US53033009000,53033009000,"Census Tract 90, King County, Washington",2134,326,280,539,13,837,1,4
1400000US53033009100,53033009100,"Census Tract 91, King County, Washington",2083,100,315,320,27,1175,11,11
1400000US53033009200,53033009200,"Census Tract 92, King County, Washington",1836,154,783,251,38,499,3,5
1400000US53033009300,53033009300,"Census Tract 93, King County, Washington",2602,239,1068,370,70,710,7,36
1400000US53033009400,53033009400,"Census Tract 94, King County, Washington",5202,626,1088,653,56,2479,31,16
1400000US53033009500,53033009500,"Census Tract 95, King County, Washington",5717,128,2948,1325,53,1001,6,15
1400000US53033009600,53033009600,"Census Tract 96, King County, Washington",4919,120,4408,58,31,187,3,6
1400000US53033009701,53033009701,"Census Tract 97.01, King County, Washington",5323,142,4663,49,31,219,7,25
1400000US53033009702,53033009702,"Census Tract 97.02, King County, Washington",5011,182,4368,84,42,154,13,5
1400000US53033009800,53033009800,"Census Tract 98, King County, Washington",5820,219,4985,129,56,202,14,17
1400000US53033009900,53033009900,"Census Tract 99, King County, Washington",4338,368,2985,310,42,422,42,7
1400000US53033010000,53033010000,"Census Tract 100, King County, Washington",8139,923,1810,1170,84,3604,74,25
1400000US53033010100,53033010100,"Census Tract 101, King County, Washington",5943,443,2069,1584,66,1423,30,19
1400000US53033010200,53033010200,"Census Tract 102, King County, Washington",4870,175,2380,955,33,982,39,7
1400000US53033010300,53033010300,"Census Tract 103, King County, Washington",6178,430,1321,1931,54,1871,83,32
1400000US53033010400,53033010400,"Census Tract 104, King County, Washington",9002,364,1638,1177,84,5226,120,30
1400000US53033010500,53033010500,"Census Tract 105, King County, Washington",5481,299,4553,153,40,230,32,16
1400000US53033010600,53033010600,"Census Tract 106, King County, Washington",7075,267,5942,257,59,273,26,18
1400000US53033010700,53033010700,"Census Tract 107, King County, Washington",6140,717,1779,1266,112,1626,127,30
1400000US53033010800,53033010800,"Census Tract 108, King County, Washington",4318,293,1926,437,74,1183,118,12
1400000US53033010900,53033010900,"Census Tract 109, King County, Washington",1181,174,667,78,25,163,19,2
1400000US53033011000,53033011000,"Census Tract 110, King County, Washington",6260,368,519,1404,35,3436,154,14
1400000US53033011101,53033011101,"Census Tract 111.01, King County, Washington",4560,248,478,1310,30,2067,104,19
1400000US53033011102,53033011102,"Census Tract 111.02, King County, Washington",4360,470,1506,620,20,1438,49,26
1400000US53033011200,53033011200,"Census Tract 112, King County, Washington",3717,1379,1263,288,55,522,48,5
1400000US53033011300,53033011300,"Census Tract 113, King County, Washington",5975,571,3085,593,89,1199,93,19
1400000US53033011400,53033011400,"Census Tract 114, King County, Washington",7904,1136,3754,915,135,1355,141,32
1400000US53033011500,53033011500,"Census Tract 115, King County, Washington",4173,208,3299,172,48,261,14,8
1400000US53033011600,53033011600,"Census Tract 116, King County, Washington",6111,218,5386,64,48,205,22,22
1400000US53033011700,53033011700,"Census Tract 117, King County, Washington",5192,315,674,1322,45,2485,75,4
1400000US53033011800,53033011800,"Census Tract 118, King County, Washington",7497,642,1625,2413,91,2121,168,16
1400000US53033011900,53033011900,"Census Tract 119, King County, Washington",7161,277,2136,2110,31,2056,64,22
1400000US53033012000,53033012000,"Census Tract 120, King County, Washington",3401,146,2775,85,40,209,16,3
1400000US53033012100,53033012100,"Census Tract 121, King County, Washington",2745,78,2448,25,22,102,2,5
1400000US53033020100,53033020100,"Census Tract 201, King County, Washington",3235,39,2935,6,12,164,8,2
1400000US53033020200,53033020200,"Census Tract 202, King County, Washington",5624,131,4677,88,30,507,16,12
1400000US53033020300,53033020300,"Census Tract 203, King County, Washington",6081,270,4215,218,56,1053,15,12
1400000US53033020401,53033020401,"Census Tract 204.01, King County, Washington",3544,155,2618,106,38,468,17,3
1400000US53033020402,53033020402,"Census Tract 204.02, King County, Washington",5502,155,4178,156,46,703,16,11
1400000US53033020500,53033020500,"Census Tract 205, King County, Washington",6326,242,4685,175,39,862,16,8
1400000US53033020600,53033020600,"Census Tract 206, King County, Washington",3634,141,2555,87,27,636,19,2
1400000US53033020700,53033020700,"Census Tract 207, King County, Washington",3302,209,2375,140,35,383,13,8
1400000US53033020800,53033020800,"Census Tract 208, King County, Washington",4501,132,3917,46,12,258,9,15
1400000US53033020900,53033020900,"Census Tract 209, King County, Washington",3167,105,2450,50,27,427,5,5
1400000US53033021000,53033021000,"Census Tract 210, King County, Washington",5699,237,3830,197,68,1094,12,10
1400000US53033021100,53033021100,"Census Tract 211, King County, Washington",4054,209,2872,187,30,572,19,12
1400000US53033021300,53033021300,"Census Tract 213, King County, Washington",4172,182,3217,107,34,466,7,14
1400000US53033021400,53033021400,"Census Tract 214, King County, Washington",3815,90,3319,48,11,192,7,15
1400000US53033021500,53033021500,"Census Tract 215, King County, Washington",4400,65,3847,39,13,312,1,11
1400000US53033021600,53033021600,"Census Tract 216, King County, Washington",4726,107,3895,84,18,456,13,9
1400000US53033021700,53033021700,"Census Tract 217, King County, Washington",5252,317,4419,78,29,262,6,19
1400000US53033021802,53033021802,"Census Tract 218.02, King County, Washington",4105,177,3462,40,32,262,12,4
1400000US53033021803,53033021803,"Census Tract 218.03, King County, Washington",4150,244,3510,61,24,160,11,11
1400000US53033021804,53033021804,"Census Tract 218.04, King County, Washington",4226,266,3618,49,26,157,8,7
1400000US53033021903,53033021903,"Census Tract 219.03, King County, Washington",5995,290,4882,96,23,511,9,6
1400000US53033021904,53033021904,"Census Tract 219.04, King County, Washington",4864,342,3371,78,35,832,9,3
1400000US53033021905,53033021905,"Census Tract 219.05, King County, Washington",4765,248,3944,58,22,325,14,3
1400000US53033021906,53033021906,"Census Tract 219.06, King County, Washington",3617,160,2778,67,22,477,9,2
1400000US53033022001,53033022001,"Census Tract 220.01, King County, Washington",3813,202,3123,41,20,281,5,15
1400000US53033022003,53033022003,"Census Tract 220.03, King County, Washington",5315,315,4277,102,31,378,17,10
1400000US53033022005,53033022005,"Census Tract 220.05, King County, Washington",4447,262,3362,139,17,491,11,20
1400000US53033022006,53033022006,"Census Tract 220.06, King County, Washington",3653,140,2945,57,12,404,5,8
1400000US53033022101,53033022101,"Census Tract 221.01, King County, Washington",4769,122,4085,81,13,335,9,0
1400000US53033022102,53033022102,"Census Tract 221.02, King County, Washington",5286,168,4489,37,16,417,6,8
1400000US53033022201,53033022201,"Census Tract 222.01, King County, Washington",4588,163,3978,58,23,202,3,8
1400000US53033022202,53033022202,"Census Tract 222.02, King County, Washington",6790,301,5581,108,23,544,11,19
1400000US53033022203,53033022203,"Census Tract 222.03, King County, Washington",4429,107,3725,56,14,370,9,16
1400000US53033022300,53033022300,"Census Tract 223, King County, Washington",2555,56,2347,12,5,97,0,4
1400000US53033022400,53033022400,"Census Tract 224, King County, Washington",7113,188,6336,67,27,316,11,10
1400000US53033022500,53033022500,"Census Tract 225, King County, Washington",6246,185,5477,62,27,332,8,19
1400000US53033022603,53033022603,"Census Tract 226.03, King County, Washington",4487,161,3569,57,25,518,10,8
1400000US53033022604,53033022604,"Census Tract 226.04, King County, Washington",3823,243,3060,57,34,309,11,10
1400000US53033022605,53033022605,"Census Tract 226.05, King County, Washington",5080,589,3561,85,20,665,16,14
1400000US53033022606,53033022606,"Census Tract 226.06, King County, Washington",5484,181,4474,65,11,580,8,14
1400000US53033022701,53033022701,"Census Tract 227.01, King County, Washington",2583,70,2253,25,9,159,4,5
