GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35,VD36,VD37,VD38,VD39,VD40,VD41,VD42,VD43,VD44,VD45,VD46,VD47,VD48,VD49,VD50,VD51,VD52,VD53,VD54,VD55,VD56,VD57,VD58,VD59,VD60,VD61,VD62,VD63,VD64,VD65,VD66,VD67,VD68,VD69,VD70,VD71,VD72,VD73
1400000US53033011600,53033011600,"Census Tract 116, King County, Washington",6111,218,5893,5747,5386,64,48,205,22,22,146,135,9,40,52,3,23,0,1,0,1,1,0,0,2,3,0,11,2,0,1,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033011700,53033011700,"Census Tract 117, King County, Washington",5192,315,4877,4605,674,1322,45,2485,75,4,272,245,48,6,34,3,10,11,20,2,58,10,0,0,17,26,0,26,16,3,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033011800,53033011800,"Census Tract 118, King County, Washington",7497,642,6855,6434,1625,2413,91,2121,168,16,421,388,73,19,35,4,11,16,34,2,48,12,0,0,40,80,14,32,19,3,0,1,1,0,0,2,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033011900,53033011900,"Census Tract 119, King County, Washington",7161,277,6884,6419,2136,2110,31,2056,64,22,465,410,85,41,119,3,7,35,36,1,29,10,0,0,19,24,1,49,19,16,0,0,2,0,0,2,0,0,7,0,1,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1400000US53033012000,53033012000,"Census Tract 120, King County, Washington",3401,146,3255,3128,2775,85,40,209,16,3,127,116,25,22,40,3,3,2,4,0,0,2,0,6,7,2,0,9,2,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033012100,53033012100,"Census Tract 121, King County, Washington",2745,78,2667,2604,2448,25,22,102,2,5,63,60,3,19,33,1,3,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033020100,53033020100,"Census Tract 201, King County, Washington",3235,39,3196,3127,2935,6,12,164,8,2,69,60,4,14,32,2,3,0,3,0,0,0,0,0,1,1,0,8,2,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033020200,53033020200,"Census Tract 202, King County, Washington",5624,131,5493,5330,4677,88,30,507,16,12,163,157,27,30,60,5,10,2,3,0,8,1,2,0,6,3,0,5,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033020300,53033020300,"Census Tract 203, King County, Washington",6081,270,5811,5569,4215,218,56,1053,15,12,242,235,17,48,78,5,41,6,2,0,10,7,0,0,13,8,0,7,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033020401,53033020401,"Census Tract 204.01, King County, Washington",3544,155,3389,3250,2618,106,38,468,17,3,139,134,27,32,50,1,10,0,7,0,0,0,0,0,6,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
